merchant_id,merchant_name,category,country,risk_score
M01318,Hilton,Fuel,USA,0.73
M01319,Best Buy,Electronics,UK,0.76
M01320,Delta,Hotels,UK,0.63
M01321,Uber,Entertainment,Singapore,0.58
M01322,Starbucks,Healthcare,Singapore,0.56
M01323,Delta,Healthcare,Singapore,0.77
M01324,Netflix,Hotels,USA,0.9
M01325,Apple,Airlines,Australia,0.62
M01326,Delta,Fuel,UK,0.81
M01327,Amazon,Hotels,UK,0.03
M01328,Costco,Healthcare,USA,0.41
M01329,Netflix,Fuel,USA,0.91
M01330,Walmart,Entertainment,Canada,0.06
M01331,Best Buy,Entertainment,Australia,0.12
M01332,Best Buy,Electronics,USA,0.14
M01333,Amazon,Groceries,Singapore,0.71
M01334,United,Shopping,USA,0.67
M01335,Costco,Travel,Canada,0.01
M01336,United,Groceries,Singapore,0.68
M01337,Walmart,Travel,Canada,0.74
M01338,Walmart,Airlines,Singapore,0.06
M01339,United,Dining,Singapore,0.79
M01340,Netflix,Electronics,UK,0.12
M01341,Marriott,Airlines,Canada,0.52
M01342,United,Electronics,UK,0.38
M01343,CVS,Travel,Australia,0.64
M01344,Hilton,Electronics,USA,0.42
M01345,Shell,Shopping,UK,0.8
M01346,Delta,Groceries,Singapore,0.77
M01347,Uber,Shopping,Canada,0.25
M01348,Apple,Dining,Australia,0.6
M01349,Starbucks,Hotels,UK,0.28
M01350,Netflix,Travel,Australia,0.32
M01351,Shell,Healthcare,Australia,0.7
M01352,Marriott,Healthcare,Canada,0.66
M01353,Hilton,Fuel,Canada,0.61
M01354,Shell,Dining,UK,0.06
M01355,Best Buy,Healthcare,Australia,0.43
M01356,United,Shopping,UK,0.16
M01357,United,Healthcare,USA,0.08
M01358,Hilton,Fuel,USA,0.51
M01359,Best Buy,Hotels,Singapore,0.3
M01360,Walmart,Travel,Canada,0.87
M01361,Best Buy,Entertainment,UK,0.77
M01362,Target,Fuel,Canada,0.83
M01363,Delta,Dining,USA,0.89
M01364,Walmart,Healthcare,USA,0.21
M01365,Target,Electronics,Singapore,0.53
M01366,Marriott,Hotels,Australia,1.0
M01367,Walmart,Shopping,Singapore,0.91
M01368,Amazon,Airlines,Canada,0.03
M01369,Shell,Shopping,USA,0.79
M01370,Delta,Fuel,Singapore,0.61
M01371,Walmart,Electronics,UK,0.17
M01372,CVS,Hotels,UK,0.8
M01373,Apple,Electronics,USA,0.74
M01374,Walmart,Dining,UK,0.08
M01375,Best Buy,Electronics,Canada,0.96
M01376,Marriott,Travel,Singapore,0.99
M01377,CVS,Electronics,Singapore,0.84
M01378,Walmart,Groceries,Singapore,0.48
M01379,Amazon,Shopping,USA,0.31
M01380,Walmart,Healthcare,Singapore,0.7
M01381,CVS,Hotels,Australia,0.41
M01382,United,Dining,Canada,0.75
M01383,Best Buy,Healthcare,UK,0.51
M01384,Netflix,Dining,Singapore,0.69
M01385,Marriott,Groceries,Singapore,0.49
M01386,United,Fuel,Singapore,0.56
M01387,Best Buy,Dining,Australia,0.15
M01388,Best Buy,Airlines,Canada,0.8
M01389,Amazon,Electronics,UK,0.55
M01390,Best Buy,Shopping,Canada,0.94
M01391,Starbucks,Travel,Canada,0.13
M01392,United,Fuel,UK,0.41
M01393,Netflix,Dining,UK,0.83
M01394,Starbucks,Fuel,Canada,0.84
M01395,Netflix,Fuel,UK,0.79
M01396,Costco,Healthcare,Singapore,0.4
M01397,Marriott,Entertainment,Canada,0.39
M01398,Hilton,Electronics,UK,0.31
M01399,Hilton,Travel,USA,0.53
M01400,Uber,Electronics,Australia,0.03
M01401,Best Buy,Entertainment,Australia,0.16
M01402,Netflix,Travel,UK,0.41
M01403,Target,Travel,Singapore,0.95
M01404,Walmart,Dining,Australia,0.99
M01405,Shell,Electronics,Canada,0.25
M01406,Marriott,Healthcare,Australia,0.32
M01407,Best Buy,Electronics,USA,0.98
M01408,Uber,Entertainment,Australia,0.56
M01409,Shell,Hotels,USA,0.1
M01410,Target,Hotels,Australia,0.27
M01411,CVS,Healthcare,UK,0.45
M01412,Hilton,Electronics,Singapore,0.83
M01413,Marriott,Entertainment,Canada,0.45
M01414,Delta,Dining,Canada,0.96
M01415,Walmart,Travel,USA,0.61
M01416,Uber,Travel,Canada,0.02
M01417,Netflix,Entertainment,Singapore,1.0
M01418,Apple,Shopping,Australia,0.95
M01419,Starbucks,Fuel,USA,0.95
M01420,CVS,Airlines,Singapore,0.46
M01421,United,Groceries,USA,0.1
M01422,Shell,Travel,USA,0.55
M01423,Costco,Dining,USA,0.47
M01424,Marriott,Fuel,USA,0.35
M01425,Walmart,Fuel,USA,0.4
M01426,Starbucks,Fuel,Singapore,0.75
M01427,United,Travel,Australia,0.63
M01428,Delta,Healthcare,Australia,0.99
M01429,Shell,Electronics,Canada,0.03
M01430,Marriott,Groceries,Singapore,0.11
M01431,Apple,Groceries,USA,0.06
M01432,Best Buy,Entertainment,USA,0.11
M01433,Netflix,Travel,UK,0.52
M01434,Starbucks,Entertainment,Singapore,0.75
M01435,Costco,Groceries,Canada,0.93
M01436,Starbucks,Travel,Singapore,0.99
M01437,CVS,Healthcare,Australia,0.38
M01438,Costco,Fuel,Singapore,0.69
M01439,Amazon,Travel,Australia,0.29
M01440,Apple,Entertainment,Canada,0.79
M01441,Amazon,Airlines,UK,0.62
M01442,CVS,Shopping,Australia,0.08
M01443,Costco,Electronics,Singapore,0.86
M01444,Walmart,Fuel,Canada,0.41
M01445,Amazon,Groceries,Australia,0.74
M01446,Walmart,Airlines,Canada,0.76
M01447,CVS,Airlines,Canada,0.28
M01448,Walmart,Dining,UK,0.21
M01449,Walmart,Travel,USA,0.88
M01450,Starbucks,Dining,USA,0.44
M01451,Best Buy,Shopping,UK,0.29
M01452,Hilton,Healthcare,Singapore,0.8
M01453,Costco,Shopping,Canada,0.5
M01454,Delta,Travel,Australia,0.45
M01455,United,Hotels,Australia,0.27
M01456,Netflix,Fuel,UK,0.44
M01457,United,Groceries,Singapore,0.7
M01458,Costco,Dining,UK,0.87
M01459,Hilton,Airlines,USA,0.36
M01460,Marriott,Electronics,USA,0.51
M01461,Target,Entertainment,UK,0.77
M01462,Marriott,Hotels,USA,0.01
M01463,Amazon,Groceries,Australia,0.24
M01464,Best Buy,Airlines,Australia,0.13
M01465,Marriott,Electronics,Australia,0.58
M01466,Amazon,Fuel,Australia,0.73
M01467,Hilton,Travel,Singapore,0.82
M01468,Marriott,Dining,USA,0.29
M01469,Apple,Airlines,Singapore,0.83
M01470,Starbucks,Electronics,Singapore,0.79
M01471,United,Airlines,Canada,0.45
M01472,Netflix,Electronics,Singapore,0.13
M01473,United,Entertainment,Australia,0.82
M01474,Hilton,Electronics,Australia,0.25
M01475,Apple,Shopping,Australia,0.3
M01476,Netflix,Hotels,Canada,0.2
M01477,Delta,Hotels,Australia,0.71
M01478,Best Buy,Shopping,Singapore,0.25
M01479,Delta,Shopping,Singapore,0.75
M01480,Starbucks,Travel,Australia,0.61
M01481,Marriott,Electronics,Canada,0.89
M01482,Hilton,Fuel,USA,0.29
M01483,Costco,Healthcare,USA,0.66
M01484,Uber,Dining,UK,0.33
M01485,Walmart,Entertainment,Canada,0.8
M01486,Target,Airlines,Singapore,0.04
M01487,Costco,Dining,Canada,0.92
M01488,Shell,Groceries,UK,0.24
M01489,Netflix,Entertainment,Australia,0.33
M01490,Walmart,Healthcare,Canada,0.57
M01491,Costco,Dining,Canada,0.5
M01492,Walmart,Shopping,Australia,0.94
M01493,Marriott,Shopping,UK,0.41
M01494,Walmart,Dining,UK,0.11
M01495,Apple,Airlines,Canada,0.86
M01496,United,Hotels,UK,0.6
M01497,Uber,Airlines,Singapore,0.18
M01498,Delta,Entertainment,Canada,0.85
M01499,Hilton,Shopping,Australia,0.99
M01500,Best Buy,Entertainment,Australia,0.07
M01501,Amazon,Fuel,Canada,0.19
M01502,Apple,Dining,Singapore,0.91
M01503,Amazon,Electronics,USA,0.58
M01504,Walmart,Fuel,Canada,0.31
M01505,Best Buy,Shopping,USA,0.28
M01506,Marriott,Healthcare,Singapore,0.29
M01507,Hilton,Hotels,Singapore,0.57
M01508,Target,Groceries,Singapore,0.79
M01509,Marriott,Entertainment,Australia,0.28
M01510,Apple,Electronics,Canada,0.65
M01511,Starbucks,Groceries,UK,0.7
M01512,Shell,Groceries,Australia,0.91
M01513,Amazon,Electronics,USA,0.96
M01514,Shell,Electronics,Singapore,0.74
M01515,Delta,Airlines,Australia,0.96
M01516,Costco,Healthcare,UK,0.34
M01517,United,Hotels,Australia,0.29
M01518,Costco,Travel,Singapore,0.86
M01519,Delta,Dining,Singapore,0.6
M01520,Costco,Entertainment,Singapore,0.53
M01521,Marriott,Dining,Singapore,0.24
M01522,Costco,Dining,UK,0.93
M01523,Best Buy,Fuel,Australia,0.69
M01524,Target,Electronics,USA,0.47
M01525,United,Dining,UK,0.95
M01526,Netflix,Fuel,Australia,0.2
M01527,Netflix,Shopping,UK,0.74
M01528,Costco,Dining,USA,0.25
M01529,Best Buy,Electronics,UK,0.5
M01530,Target,Travel,Australia,0.31
M01531,United,Travel,UK,0.52
M01532,Best Buy,Healthcare,Singapore,0.97
M01533,Uber,Hotels,Australia,0.02
M01534,Target,Entertainment,UK,0.53
M01535,United,Groceries,UK,0.28
M01536,Marriott,Groceries,Australia,0.39
M01537,CVS,Electronics,Canada,0.53
M01538,Netflix,Shopping,USA,0.91
M01539,Apple,Entertainment,Singapore,0.2
M01540,Starbucks,Hotels,Australia,1.0
M01541,Amazon,Shopping,Singapore,0.84
M01542,Target,Hotels,USA,0.17
M01543,CVS,Airlines,UK,0.35
M01544,Starbucks,Hotels,Singapore,0.66
M01545,Shell,Dining,Singapore,0.65
M01546,CVS,Dining,USA,0.08
M01547,Starbucks,Entertainment,Singapore,0.57
M01548,Hilton,Electronics,UK,0.74
M01549,CVS,Shopping,Canada,0.15
M01550,Delta,Travel,Canada,0.04
M01551,Target,Groceries,Australia,0.05
M01552,Shell,Airlines,Australia,0.05
M01553,Target,Healthcare,Singapore,0.61
M01554,Marriott,Hotels,UK,0.69
M01555,Best Buy,Entertainment,Singapore,0.77
M01556,Best Buy,Healthcare,Australia,0.43
M01557,Hilton,Dining,USA,0.98
M01558,Shell,Groceries,Singapore,0.99
M01559,Best Buy,Electronics,Canada,0.01
M01560,CVS,Dining,Singapore,0.39
M01561,Costco,Airlines,UK,0.29
M01562,CVS,Healthcare,UK,0.84
M01563,CVS,Healthcare,Australia,0.02
M01564,Uber,Entertainment,Canada,0.63
M01565,Delta,Fuel,USA,0.64
M01566,Starbucks,Entertainment,Canada,0.63
M01567,Starbucks,Electronics,UK,0.4
M01568,Hilton,Airlines,UK,0.72
M01569,Target,Airlines,Australia,0.45
M01570,Costco,Shopping,Singapore,0.98
M01571,Apple,Entertainment,Canada,0.51
M01572,Target,Travel,USA,0.13
M01573,Costco,Groceries,Singapore,0.55
M01574,Costco,Hotels,Australia,0.41
M01575,Marriott,Dining,Singapore,0.9
M01576,Starbucks,Hotels,USA,0.5
M01577,Best Buy,Fuel,Singapore,0.92
M01578,Starbucks,Hotels,UK,0.72
M01579,Amazon,Fuel,Canada,0.37
M01580,Amazon,Travel,USA,0.7
M01581,Amazon,Shopping,USA,0.06
M01582,Costco,Dining,USA,0.34
M01583,CVS,Airlines,Australia,0.42
M01584,Apple,Travel,Singapore,0.54
M01585,Uber,Airlines,USA,0.44
M01586,Walmart,Entertainment,Singapore,0.61
M01587,Hilton,Shopping,Canada,0.88
M01588,Best Buy,Shopping,USA,0.1
M01589,Apple,Healthcare,Singapore,0.52
M01590,CVS,Entertainment,Australia,0.69
M01591,Hilton,Electronics,Australia,0.28
M01592,Uber,Groceries,Australia,0.01
M01593,Costco,Fuel,Australia,0.68
M01594,Costco,Entertainment,USA,0.59
M01595,Marriott,Entertainment,Canada,0.27
M01596,United,Shopping,USA,0.84
M01597,Apple,Groceries,Australia,0.51
M01598,Apple,Entertainment,Canada,0.14
M01599,Shell,Hotels,Canada,0.38
M01600,Netflix,Hotels,Singapore,0.33
M01601,Amazon,Travel,Australia,0.3
M01602,Shell,Hotels,USA,0.95
M01603,CVS,Dining,USA,0.13
M01604,Hilton,Dining,Singapore,0.68
M01605,Apple,Travel,Australia,0.92
M01606,Uber,Electronics,Canada,1.0
M01607,Uber,Groceries,UK,0.79
M01608,Netflix,Healthcare,USA,0.64
M01609,Costco,Travel,Canada,0.94
M01610,Marriott,Dining,USA,0.13
M01611,United,Dining,USA,0.99
M01612,CVS,Shopping,USA,0.89
M01613,Target,Hotels,UK,0.85
M01614,Hilton,Electronics,UK,0.28
M01615,Starbucks,Hotels,Singapore,1.0
M01616,Costco,Fuel,Singapore,0.92
M01617,Delta,Entertainment,Singapore,0.81
M01618,Amazon,Healthcare,Canada,0.12
M01619,Marriott,Entertainment,USA,0.57
M01620,Best Buy,Groceries,UK,0.31
M01621,Starbucks,Shopping,UK,0.42
M01622,CVS,Shopping,Australia,0.61
M01623,Uber,Healthcare,Canada,0.96
M01624,Starbucks,Airlines,USA,0.1
M01625,United,Fuel,Singapore,0.4
M01626,Starbucks,Hotels,UK,0.88
M01627,Uber,Healthcare,Australia,0.82
M01628,United,Airlines,Canada,0.43
M01629,Netflix,Electronics,UK,0.79
M01630,Delta,Travel,USA,0.92
M01631,Shell,Entertainment,UK,0.93
M01632,Best Buy,Travel,Canada,0.73
M01633,Apple,Travel,UK,0.73
M01634,Walmart,Healthcare,UK,0.21
M01635,Hilton,Healthcare,Canada,0.9
M01636,Walmart,Shopping,USA,0.38
M01637,Best Buy,Airlines,USA,0.63
M01638,United,Travel,Australia,0.88
M01639,Walmart,Dining,UK,0.87
M01640,Delta,Electronics,Singapore,0.39
M01641,Best Buy,Dining,Canada,0.85
M01642,Target,Healthcare,Canada,0.29
M01643,Amazon,Groceries,UK,0.77
M01644,Target,Groceries,USA,0.26
M01645,Delta,Shopping,UK,0.42
M01646,Marriott,Hotels,Canada,0.46
M01647,Hilton,Healthcare,Singapore,0.22
M01648,Delta,Airlines,Australia,0.12
M01649,Uber,Airlines,UK,0.47
M01650,Uber,Fuel,UK,0.54
M01651,Marriott,Travel,Canada,0.97
M01652,Costco,Fuel,Canada,0.0
M01653,Starbucks,Shopping,USA,0.46
M01654,Best Buy,Electronics,Australia,0.56
M01655,CVS,Fuel,Singapore,0.9
M01656,Hilton,Groceries,Canada,0.32
M01657,Delta,Entertainment,Australia,0.65
M01658,CVS,Airlines,Singapore,0.37
M01659,Apple,Dining,UK,1.0
M01660,Delta,Travel,Singapore,0.97
M01661,Shell,Shopping,Canada,0.77
M01662,Marriott,Fuel,UK,0.57
M01663,Apple,Fuel,USA,0.32
M01664,Marriott,Healthcare,Canada,0.96
M01665,Shell,Groceries,UK,0.15
M01666,Best Buy,Healthcare,USA,0.25
M01667,Target,Airlines,USA,0.83
M01668,Netflix,Groceries,USA,0.95
M01669,Best Buy,Entertainment,UK,0.27
M01670,Hilton,Fuel,Singapore,0.19
M01671,Walmart,Dining,USA,1.0
M01672,Amazon,Electronics,Canada,0.48
M01673,Apple,Shopping,Singapore,0.42
M01674,Delta,Airlines,Singapore,0.69
M01675,Target,Healthcare,USA,0.89
M01676,Delta,Airlines,Singapore,0.15
M01677,Hilton,Electronics,Canada,0.36
M01678,Shell,Dining,Australia,0.82
M01679,Best Buy,Shopping,Canada,0.84
M01680,Target,Dining,Canada,0.4
M01681,Amazon,Hotels,Canada,0.48
M01682,Costco,Airlines,Australia,0.11
M01683,Starbucks,Groceries,Singapore,0.96
M01684,Costco,Dining,UK,0.81
M01685,Shell,Airlines,Canada,0.42
M01686,Marriott,Travel,Australia,0.6
M01687,United,Healthcare,USA,0.73
M01688,Best Buy,Entertainment,UK,0.47
M01689,Walmart,Entertainment,Australia,0.73
M01690,Apple,Travel,Canada,0.6
M01691,CVS,Shopping,Australia,0.21
M01692,Walmart,Fuel,USA,0.92
M01693,Amazon,Groceries,Australia,0.34
M01694,Target,Travel,Singapore,0.52
M01695,Best Buy,Fuel,USA,0.52
M01696,CVS,Entertainment,Canada,0.45
M01697,Amazon,Entertainment,Canada,0.96
M01698,Uber,Dining,Canada,0.34
M01699,Netflix,Travel,UK,0.23
M01700,Hilton,Shopping,Australia,0.93
M01701,Hilton,Travel,Singapore,0.48
M01702,Shell,Healthcare,USA,0.79
M01703,Best Buy,Dining,Australia,0.69
M01704,Delta,Groceries,USA,0.93
M01705,Uber,Entertainment,Australia,0.8
M01706,Starbucks,Healthcare,Australia,0.84
M01707,Apple,Fuel,Singapore,0.46
M01708,Shell,Dining,Australia,0.83
M01709,Costco,Electronics,USA,0.24
M01710,Netflix,Healthcare,Australia,0.32
M01711,Target,Fuel,Singapore,0.74
M01712,Amazon,Fuel,UK,0.32
M01713,Hilton,Shopping,Canada,0.2
M01714,Shell,Entertainment,UK,0.8
M01715,Target,Fuel,Singapore,0.46
M01716,Best Buy,Groceries,Singapore,0.24
M01717,United,Dining,USA,0.14
M01718,Hilton,Dining,Singapore,0.64
M01719,Netflix,Dining,Australia,0.4
M01720,Delta,Travel,UK,0.12
M01721,Shell,Fuel,Australia,0.08
M01722,Shell,Healthcare,Canada,0.17
M01723,Marriott,Hotels,Singapore,0.39
M01724,Marriott,Fuel,USA,0.02
M01725,Hilton,Entertainment,USA,0.69
M01726,Shell,Entertainment,USA,0.75
M01727,CVS,Airlines,Canada,0.53
M01728,Hilton,Electronics,Canada,0.32
M01729,Best Buy,Hotels,UK,0.8
M01730,Costco,Healthcare,Australia,0.37
M01731,Hilton,Dining,USA,0.48
M01732,Netflix,Travel,Canada,0.68
M01733,Walmart,Healthcare,USA,0.02
M01734,Netflix,Groceries,UK,0.74
M01735,United,Airlines,USA,0.45
M01736,Marriott,Travel,Canada,0.66
M01737,Starbucks,Airlines,UK,0.75
M01738,Netflix,Electronics,Australia,0.15
M01739,Shell,Electronics,Canada,0.87
M01740,Netflix,Hotels,USA,0.13
M01741,Netflix,Shopping,USA,0.08
M01742,Walmart,Entertainment,Singapore,0.14
M01743,Shell,Electronics,UK,0.03
M01744,Apple,Travel,Australia,0.99
M01745,United,Fuel,Australia,0.69
M01746,Target,Shopping,Canada,0.22
M01747,Amazon,Airlines,Australia,0.15
M01748,Uber,Shopping,Australia,0.49
M01749,Netflix,Dining,Singapore,0.6
M01750,Apple,Entertainment,UK,0.81
M01751,Apple,Shopping,UK,0.09
M01752,United,Dining,Canada,0.99
M01753,Delta,Shopping,Australia,0.39
M01754,United,Healthcare,Canada,0.6
M01755,Costco,Healthcare,Australia,0.68
M01756,Uber,Fuel,Australia,0.2
M01757,Best Buy,Shopping,USA,0.62
M01758,Target,Hotels,Canada,0.29
M01759,Best Buy,Hotels,USA,0.23
M01760,Starbucks,Airlines,USA,0.1
M01761,Amazon,Travel,UK,0.76
M01762,Walmart,Dining,UK,0.21
M01763,Target,Dining,Australia,0.2
M01764,CVS,Travel,UK,0.79
M01765,Marriott,Entertainment,Canada,0.46
M01766,Walmart,Entertainment,Singapore,0.75
M01767,Marriott,Entertainment,UK,0.05
M01768,Starbucks,Travel,USA,0.71
M01769,Shell,Groceries,UK,0.16
M01770,Uber,Hotels,Canada,0.22
M01771,Shell,Travel,Singapore,0.76
M01772,Walmart,Healthcare,Canada,0.53
M01773,Best Buy,Healthcare,Canada,0.21
M01774,CVS,Hotels,USA,0.64
M01775,Delta,Fuel,Canada,0.47
M01776,Walmart,Fuel,Singapore,0.78
M01777,CVS,Healthcare,Australia,0.83
M01778,Netflix,Dining,Australia,0.28
M01779,Marriott,Travel,Australia,0.32
M01780,Target,Travel,USA,0.77
M01781,Marriott,Travel,Australia,0.35
M01782,Walmart,Airlines,Australia,0.79
M01783,Shell,Fuel,Canada,0.21
M01784,Apple,Airlines,Canada,0.2
M01785,Hilton,Groceries,Canada,0.53
M01786,Costco,Travel,USA,0.07
M01787,Delta,Entertainment,UK,0.36
M01788,Best Buy,Travel,UK,0.76
M01789,Target,Electronics,UK,0.2
M01790,Apple,Healthcare,Singapore,0.86
M01791,Hilton,Entertainment,Canada,0.1
M01792,Best Buy,Electronics,UK,0.99
M01793,United,Healthcare,Australia,0.41
M01794,Starbucks,Shopping,Canada,0.41
M01795,Best Buy,Travel,USA,0.5
M01796,Marriott,Travel,Singapore,0.23
M01797,Netflix,Dining,Australia,0.55
M01798,Marriott,Dining,Australia,0.75
M01799,Hilton,Healthcare,Singapore,0.84
M01800,Uber,Electronics,USA,0.55
M01801,Target,Electronics,USA,0.81
M01802,Best Buy,Fuel,UK,0.96
M01803,Best Buy,Electronics,Canada,0.95
M01804,Netflix,Fuel,Canada,0.08
M01805,United,Travel,Australia,0.07
M01806,Delta,Travel,USA,0.94
M01807,United,Groceries,Singapore,0.22
M01808,Uber,Entertainment,USA,0.45
M01809,Apple,Travel,USA,1.0
M01810,Marriott,Travel,USA,0.66
M01811,Marriott,Healthcare,Australia,0.19
M01812,United,Healthcare,Australia,0.21
M01813,Apple,Groceries,UK,0.28
M01814,Netflix,Hotels,UK,0.66
M01815,Starbucks,Airlines,UK,0.24
M01816,Uber,Groceries,Singapore,0.08
M01817,Amazon,Airlines,Australia,0.08
M01818,Walmart,Entertainment,Singapore,0.04
M01819,Starbucks,Airlines,UK,0.63
M01820,Netflix,Healthcare,Canada,0.33
M01821,Amazon,Fuel,Canada,0.08
M01822,CVS,Healthcare,USA,0.1
M01823,Marriott,Dining,USA,0.15
M01824,Uber,Electronics,Australia,0.73
M01825,Walmart,Groceries,Canada,0.76
M01826,Walmart,Travel,UK,0.87
M01827,Apple,Travel,USA,0.92
M01828,Delta,Airlines,UK,0.27
M01829,Marriott,Healthcare,Canada,0.88
M01830,Shell,Electronics,Canada,1.0
M01831,Starbucks,Airlines,UK,0.41
M01832,Hilton,Travel,Singapore,0.96
M01833,United,Entertainment,Singapore,0.65
M01834,Uber,Dining,Australia,0.69
M01835,Starbucks,Electronics,USA,0.91
M01836,Shell,Groceries,Australia,0.4
M01837,Hilton,Electronics,USA,0.62
M01838,Starbucks,Groceries,Australia,0.2
M01839,Walmart,Hotels,Canada,0.07
M01840,Delta,Fuel,UK,0.59
M01841,Delta,Dining,Singapore,0.12
M01842,Starbucks,Shopping,Canada,0.26
M01843,CVS,Electronics,Australia,0.95
M01844,United,Travel,Singapore,0.24
M01845,Walmart,Dining,Australia,0.61
M01846,Marriott,Healthcare,USA,0.74
M01847,Best Buy,Airlines,USA,0.18
M01848,Walmart,Travel,USA,0.34
M01849,Best Buy,Dining,Australia,0.54
M01850,Marriott,Electronics,Australia,0.37
M01851,Starbucks,Healthcare,Canada,0.16
M01852,Netflix,Dining,USA,0.09
M01853,Best Buy,Shopping,Canada,0.41
M01854,Amazon,Dining,UK,0.36
M01855,Marriott,Dining,UK,0.8
M01856,Hilton,Airlines,Singapore,0.19
M01857,CVS,Shopping,Canada,0.3
M01858,Starbucks,Dining,UK,0.72
M01859,Marriott,Healthcare,Canada,0.84
M01860,Walmart,Airlines,Singapore,0.55
M01861,United,Hotels,UK,0.35
M01862,Netflix,Hotels,UK,0.55
M01863,Walmart,Hotels,Canada,0.73
M01864,Costco,Groceries,USA,0.4
M01865,CVS,Dining,Canada,0.36
M01866,Apple,Entertainment,USA,0.61
M01867,Target,Groceries,Canada,0.06
M01868,Netflix,Hotels,UK,0.7
M01869,Amazon,Hotels,Canada,0.33
M01870,Hilton,Entertainment,UK,0.08
M01871,Marriott,Healthcare,Singapore,0.35
M01872,Target,Entertainment,USA,0.75
M01873,Apple,Shopping,Canada,0.84
M01874,Apple,Electronics,Australia,0.15
M01875,Uber,Fuel,UK,0.71
M01876,Hilton,Electronics,USA,0.72
M01877,Walmart,Hotels,USA,0.76
M01878,Marriott,Airlines,Australia,0.3
M01879,Marriott,Healthcare,Singapore,0.94
M01880,Best Buy,Hotels,Australia,0.27
M01881,Shell,Hotels,Singapore,0.22
M01882,Costco,Airlines,UK,0.18
M01883,Starbucks,Electronics,Singapore,0.89
M01884,Starbucks,Healthcare,Canada,0.34
M01885,Uber,Travel,Singapore,0.73
M01886,CVS,Dining,Singapore,0.66
M01887,United,Shopping,Singapore,0.69
M01888,Target,Shopping,UK,0.72
M01889,Target,Groceries,Australia,0.74
M01890,Costco,Electronics,Australia,0.64
M01891,Apple,Travel,UK,0.86
M01892,Walmart,Groceries,UK,0.59
M01893,Hilton,Shopping,Singapore,0.58
M01894,Costco,Airlines,USA,0.57
M01895,Target,Dining,Canada,0.27
M01896,Apple,Healthcare,UK,0.95
M01897,Best Buy,Hotels,Singapore,0.44
M01898,Marriott,Travel,Australia,0.28
M01899,Target,Electronics,Canada,0.03
M01900,Amazon,Shopping,USA,0.63
M01901,Costco,Entertainment,Canada,0.28
M01902,Uber,Hotels,UK,0.18
M01903,Best Buy,Airlines,Singapore,0.02
M01904,Uber,Fuel,USA,0.63
M01905,Costco,Airlines,Australia,0.24
M01906,Delta,Electronics,Australia,0.09
M01907,Walmart,Hotels,Australia,0.78
M01908,Costco,Electronics,USA,0.7
M01909,Walmart,Hotels,Australia,0.29
M01910,Uber,Airlines,USA,0.87
M01911,Shell,Electronics,Australia,0.48
M01912,Uber,Travel,USA,0.73
M01913,Hilton,Entertainment,UK,0.59
M01914,Shell,Airlines,USA,0.51
M01915,Apple,Entertainment,Canada,0.44
M01916,Delta,Travel,Australia,0.73
M01917,Netflix,Airlines,Australia,0.4
M01918,Delta,Travel,USA,0.77
M01919,Apple,Hotels,Canada,0.36
M01920,Amazon,Electronics,Australia,0.88
M01921,Hilton,Dining,Canada,0.36
M01922,Walmart,Travel,Singapore,0.76
M01923,Target,Fuel,UK,0.77
M01924,Hilton,Groceries,Australia,0.26
M01925,Best Buy,Entertainment,Australia,0.75
M01926,United,Airlines,Canada,0.31
M01927,Amazon,Dining,Canada,0.86
M01928,Shell,Travel,Singapore,0.47
M01929,Hilton,Shopping,UK,0.65
M01930,Target,Shopping,Australia,0.4
M01931,Netflix,Fuel,Canada,0.62
M01932,Uber,Shopping,UK,0.19
M01933,Delta,Entertainment,Singapore,0.19
M01934,Amazon,Hotels,Australia,0.79
M01935,United,Entertainment,USA,0.97
M01936,Shell,Dining,Canada,0.36
M01937,Delta,Shopping,Canada,0.03
M01938,Starbucks,Airlines,Canada,0.03
M01939,Starbucks,Shopping,Canada,0.59
M01940,Apple,Dining,Canada,0.82
M01941,Amazon,Hotels,Australia,0.33
M01942,Target,Dining,Australia,0.21
M01943,CVS,Travel,Australia,0.14
M01944,Starbucks,Entertainment,UK,0.92
M01945,Amazon,Healthcare,Singapore,0.83
M01946,Netflix,Fuel,USA,0.58
M01947,United,Travel,USA,0.35
M01948,Marriott,Airlines,Australia,0.69
M01949,Target,Healthcare,UK,0.92
M01950,Uber,Electronics,Australia,0.92
M01951,Starbucks,Electronics,Canada,0.61
M01952,Walmart,Hotels,Canada,0.27
M01953,Amazon,Airlines,UK,0.27
M01954,Apple,Groceries,USA,0.59
M01955,United,Dining,USA,0.45
M01956,Target,Groceries,Singapore,0.96
M01957,Starbucks,Groceries,Australia,0.25
M01958,United,Fuel,Singapore,0.93
M01959,CVS,Fuel,Canada,0.8
M01960,Apple,Travel,Australia,0.78
M01961,Starbucks,Airlines,Australia,0.2
M01962,Target,Airlines,USA,0.77
M01963,CVS,Fuel,Singapore,0.58
M01964,Costco,Airlines,Australia,0.31
M01965,Best Buy,Airlines,Australia,0.89
M01966,Marriott,Airlines,Singapore,0.96
M01967,Hilton,Electronics,UK,0.02
M01968,CVS,Travel,Canada,0.2
M01969,Best Buy,Airlines,Australia,0.51
M01970,Delta,Fuel,USA,0.17
M01971,Apple,Dining,Singapore,0.38
M01972,Best Buy,Fuel,Singapore,0.3
M01973,CVS,Groceries,Singapore,0.96
M01974,Shell,Shopping,Singapore,0.63
